bedrooms,total_sqft,bath,balcony,price
4,1200,4,2,86
5,2500,6,3,500
2,1322,2,2,80
3,2173,3,2,128
2,1200,2,2,75
2,1200,2,2,47
2,1170,2,2,65
2,1125,2,2,45.56
1,655,1,0,28.57
2,1250,2,2,90
2,1025,2,2,27.68
3,1075,2,2,36
3,1900,2,2,190
3,1435,3,2,45
2,1175,2,2,64.98
3,1464,3,2,56
2,900,2,1,33
1,585,1,1,21
4,3170,5,2,230
3,1602,2,1,170
2,1220,2,2,42
3,2500,3,3,350
3,2145,3,3,180
2,960,2,3,58
1,907,1,1,38
2,1210,2,1,74
4,900,4,1,150
2,1230,2,2,70
3,1350,2,1,75
2,1150,2,2,58
3,1404,2,0,53.35
2,1050,2,3,48
8,1020,10,0,155
2,1285,2,2,56
2,1018,2,1,50.8
3,1200,3,2,57
2,1115,2,2,50
3,1600,3,3,95
2,1480,2,1,80
5,2500,7,0,125
1,480,1,1,25
3,1435,3,3,53
1,450,1,2,60
1,600,2,0,23
3,1590,2,3,85
,800,,,28.545
2,936,2,0,40.2
2,1181,2,1,75
3,1741,3,2,80
3,1750,3,1,123
2,1050,2,2,42.7
2,1027,2,1,60
2,596,2,1,22
4,3463,6,0,310
3,1600,3,2,70
4,2790,5,3,198
2,1000,2,1,60
2,1120,2,2,44.24
2,1200,2,0,85
2,1200,2,2,35
3,1570,3,2,110
3,1500,3,1,135
2,1315,2,2,140
2,1140,2,1,33.84
2,1105,2,2,90
2,1200,2,1,34.65
1,905,1,1,62
4,2400,4,0,350
2,1185,2,1,50
2,1083,2,1,100
3,1458,3,2,60
3,1555,3,2,75
2,1200,2,2,45
2,1308,2,1,58.86
2,1024,2,2,44
2,1194,2,2,47
3,1450,3,1,75
3,1639,3,3,120
3,1870,3,2,138
2,1232,2,1,87
3,1719,3,1,184
2,975,2,1,24.86
3,2000,4,,130
2,1230,2,1,79
4,1350,4,2,140
2,1076,2,2,67
7,2400,7,1,125
3,995,2,2,34.82
3,2120,3,2,177
6,2400,7,,460
6,850,6,2,78
2,1096,2,2,40.55
2,1107.83,2,1,41.51
1,505,1,0,85
2,1320,2,2,115
3,1408,3,0,72.02
2,1320,2,1,99.26
3,2901,4,2,190
3,1315,2,2,65
2,1000,2,1,44
3,1596,3,3,79.8
3,1750,3,,130
4,2403,4,2,270
3,1350,3,2,47.25
4,4050,,,341
2,1175,2,2,79
2,921,2,1,29.47
4,4000,4,2,1100
3,1713,3,3,125
2,1200,2,0,43
3,1900,4,1,90
3,1664,3,2,68
3,1795,3,2,139
1,600,1,1,19.5
2,1240,2,3,65
3,1965,4,2,132
3,600,4,0,99
4,4111,4,1,370
2,1200,2,2,59.76
2,1112,2,3,68
3,3000,3,2,60
2,1136,2,3,64.5
2,914,2,2,55
3,1270,2,1,50.79
2,1050,2,2,47.25
3,1385,2,2,68.5
2,990,2,3,35
2,845,2,2,43
2,1485,2,1,96.51
3,1460,2,3,43.79
2,1450,2,1,57
3,1360,2,1,53
2,1375,2,3,58
2,1125,2,1,48
1,720,1,1,60
3,1460,2,2,100
2,1107,2,2,40
2,1158,2,3,75
2,800,1,1,30
9,600,9,,90
3,1760,3,2,128
4,3200,4,2,200
2,600,3,2,145
3,1350,3,1,60
6,600,6,3,100
2,1125,2,1,32.49
3,1706,3,3,154
3,1600,3,2,112
2,1200,2,0,90
3,1755,3,3,101
2,1200,2,1,50
2,1200,2,2,67
2,1266.67,2,0,69
3,1800,3,2,90
3,1200,4,1,275
3,1300,3,2,64
3,800,3,3,60
4,4800,5,2,550
2,942,2,0,50.855
2,1128,2,2,40
2,2000,2,1,160
2,1210,2,1,80
4,2710,6,2,142
2,1151,2,2,39
5,7500,8,3,1700
3,1464,3,2,56
2,1017,2,2,27
2,920,2,1,40
4,1200,3,1,180
5,1000,5,2,140
3,1750,3,3,86.5
2,1163,2,1,65
3,1650,3,3,110
3,1800,3,3,95
2,1100,2,1,58
2,1200,2,2,60
3,1410,3,2,65
3,1933,3,2,98
2,1200,2,2,45.6
3,1608,2,3,63
4,2679,5,2,280
2,1156,2,2,46.9
2,1230,2,0,75
1,770,1,1,43.82
3,1777.26,3,2,105
2,1339,2,2,85
3,3044,3,2,183
2,1080,2,2,44.8
8,3150,5,2,145
2,2400,2,2,135
3,1450,3,3,72
2,1075,2,2,53
3,1163,2,2,62
2,1200,2,0,65
8,1200,8,1,135
4,3090,4,,325
2,1299,2,1,100
2,1130,2,1,32.63
2,1170,2,2,75
3,1750,,,152
4,2600,4,3,175
2,1140,2,1,43.32
3,1900,3,3,125
2,1090,2,1,31.48
2,1110,2,1,39.95
1,705,1,1,57
2,1089,2,1,60
2,880,2,1,48
2,1080,2,2,32
2,1093,2,1,68.1
3,1480,3,1,75.48
3,1703,3,2,125
2,1200,2,1,60
3,1690,3,2,116
2,1305,2,1,78
3,1257,2,2,40.22
2,1150,2,2,45
2,1194,2,0,55
3,2000,3,1,90
3,1500,4,1,99
2,1025,2,0,42.5
2,980,2,1,38.19
3,1200,2,1,100
3,2225,3,1,149
2,1022,2,2,57
4,882,3,0,72
2,1153,2,2,45
2,1175,2,2,60
3,1560,3,3,68
1,650,1,1,17
3,600,3,2,65
2,1350,3,2,55
2,1200,2,1,76
2,1200,1,1,54
2,800,2,1,25
4,2093,4,1,104
3,1320,2,2,55.44
2,1275,2,1,73
2,1215,2,2,43.13
2,1130,2,1,45.2
3,1444,2,2,71.5
2,950,2,2,38
2,1000,1,,90
3,1240,2,2,59.52
4,600,4,2,125
2,1231,2,2,50
2,1300,2,1,120
3,1713,3,2,110
2,1200,2,1,53.33
3,3004,4,,158
3,1310,2,0,46
2,790,2,1,49.5
3,1744,3,1,200
3,1605,3,2,100
2,1250,2,2,82
3,2476,3,3,337
3,1260,2,2,76
3,1615,3,1,175
2,1180,2,1,56
3,1255,2,2,50.19
2,1025,2,1,53.9
3,1877,4,2,150
3,1649,3,2,150
9,2600,12,,675
5,2500,5,2,125
3,1542,3,2,98
2,1418,2,2,105
2,1012,2,0,42
2,1200,2,1,65
2,1115,2,2,43
3,1680,4,3,95
2,1171,2,2,72
2,1027,2,1,68.62
3,1700,3,3,75
2,1090,2,2,38.15
2,1232,2,1,74
2,766,2,2,28
5,1200,5,0,180
1,525,1,1,27
3,1452,2,1,41
3,1254,2,1,65
5,3600,5,0,110
3,1593,3,1,118
2,1333,2,2,77.27
3,1100,3,1,110
3,1375,2,1,54.99
3,1650,3,3,82
3,1430,2,2,51.48
2,940,2,1,54
1,435,1,1,21
2,1160,2,2,36.54
3,1500,2,1,77.5
3,1890,2,1,100
2,1050,2,1,70
6,1200,6,3,220
2,1027,2,2,43
3,1390,,,61.28
3,3000,4,2,235
3,1459,2,1,95
3,1711,3,3,85.61
2,1250,2,2,98
1,645,1,1,16.45
2,875,2,1,57
2,1334,2,1,67
2,1140,2,1,32.92
2,1115,2,2,50
3,1200,5,2,200
3,1776,3,1,190
3,2072,4,2,160
3,1600,3,2,170
6,1200,4,2,115
2,920,2,3,39
2,598,2,0,25.29
4,1310,3,3,95
3,1631,3,2,80
1,525,1,1,27.5
3,1395,3,3,82
3,2000,3,2,105
2,1232,2,1,66
2,1075,2,1,55
2,1205,2,2,70
4,1200,4,2,165
4,2340,5,1,129
3,1179,2,1,55
2,1013,2,1,51
2,1160,2,2,40.6
2,1200,2,2,62.5
7,1200,5,0,80
3,1255,2,3,50.19
3,1100,2,1,145
2,1069,2,1,55
3,1200,3,2,99
1,1400,1,1,285
2,1065,2,2,55
2,1395,2,0,75
3,1725,2,1,165
2,1007,2,2,43
3,1436,2,2,55
6,4250,6,3,150
3,1645,3,2,117
2,1200,2,0,58
2,940,2,1,43.61
6,4300,6,2,175
3,2850,5,3,343
3,1740,3,2,191
2,1194,2,2,47
3,3761,3,2,650
3,1829,3,2,125
4,1800,4,3,178
2,1000,2,1,60
3,5720,3,0,350
5,800,4,2,98
2,675,1,1,15
2,1390,2,2,95
3,1500,3,2,104
3,2047,3,2,136
2,1202,2,1,79
2,1012,2,1,59
3,2132,3,3,80
4,1350,4,3,340
1,605,1,1,40
2,1331,2,1,88
2,1200,2,0,69
2,1150,2,0,250
2,1200,2,1,136
2,1800,2,0,300
3,600,2,1,50
3,1280,2,2,49
2,1007,2,1,62
3,1370,2,1,61
2,925,2,2,35
2,1500,2,0,75
1,450,1,1,12.5
4,1200,4,1,140
2,1341,2,1,95
3,1350,2,2,47.25
2,992,2,1,60
2,1163,2,2,68
2,1229,2,2,70
2,600,2,2,39
2,1219,2,1,61.26
3,1525,2,2,99.13
2,1147,2,1,60
3,1412,2,3,88
9,1200,9,3,215
2,1044,2,1,34.77
2,1190,2,2,63
3,1240,2,2,65
3,1352,3,1,65
2,1100,2,2,55
3,1330,2,2,39.9
3,1700,3,2,111
2,1355,2,1,67
2,1200,2,1,46
1,400,2,1,25
2,1342,2,,70
3,1615,3,2,50.87
2,1340,2,1,65
2,1200,2,1,54
1,400,1,0,55
2,1080,2,1,52
2,1600,2,1,31
2,1200,2,0,34
3,2700,3,2,150
3,1780,3,0,110
3,1605,3,2,65
4,7200,5,2,1584
3,646,2,1,65
2,1200,2,2,80
2,900,2,0,49
3,1830,3,1,88
5,690,4,1,83
1,650,1,3,500
5,1800,4,1,68
3,715,2,0,32
3,1230,2,2,31.37
2,1065,2,1,42.59
8,1350,8,2,185
3,1080,3,2,149
3,900,2,0,65
2,946,2,2,45
1,1500,1,0,60
3,1711,3,1,110
4,1200,3,2,160
2,950,2,1,25.65
3,1656,3,2,80
2,1075,2,1,46.76
3,1752.12,3,2,133
8,6000,8,0,220
3,1540,3,3,85
4,600,4,3,125
1,665,1,2,32
3,1665,3,,110
2,1145,2,1,54
2,1185,2,2,41
3,1200,3,1,190
3,1693,3,2,125
3,2456,3,3,220
3,2559,3,2,403
2,1155,2,1,40.6
3,1610,2,2,64.4
3,1200,3,2,56.58
2,1530,2,1,185
3,1709,3,1,80
4,600,4,0,60
8,2700,8,,290
1,840,1,1,150
3,1400,2,1,50
2,1200,2,1,42
3,1439,3,1,57.23
2,1375,2,2,72
5,2990,5,3,416
3,1200,2,1,75
2,1315,2,3,75
2,1500,2,0,40
6,3600,6,1,200
2,1178,2,3,82
3,1430,3,2,59
3,1400,2,2,65.8
2,1093,2,2,72
2,1200,2,1,45
5,5000,6,1,360
3,1200,2,0,130
3,2210,3,2,156
2,1150,2,2,70
3,1435,2,1,60
4,600,3,,100
2,1173,2,1,78.2
2,1140,2,1,39
3,1717,3,3,120
2,1325,2,,65
3,1370,3,2,67
2,1025,2,1,90
3,1409,2,3,62
2,1200,2,1,52
2,1200,2,1,53.5
3,1740,4,3,130
2,1232,2,1,88
2,1200,2,1,36
4,5924,4,3,625
2,1250,2,1,50
2,1475,2,2,171
4,2100,4,2,85
1,552,1,1,23.5
3,1065,2,2,42.59
3,1000,3,1,130
2,1225,2,0,65
1,650,1,0,16
2,1067,2,2,52
3,1364,2,2,56
3,1750,3,3,75
2,1240,2,1,71
2,1200,2,0,75
3,1540,3,,75
3,1504,2,2,102
2,1116,2,1,49.8
3,2365,4,2,175
2,1308,2,2,37
2,864,2,0,45
5,1200,5,1,139
3,1069,2,,38
2,1333,2,1,100
4,1800,4,1,145
4,6136,4,,550
3,1698,3,2,107
3,1275,2,2,43.6
2,1060,2,1,48
2,1160,2,1,49
3,1484,2,,65
3,675,3,1,70
3,1200,5,,325
2,1310,2,1,66
6,1806,6,1,370
4,3000,4,,240
3,2145,3,2,165
3,1693,3,1,125
3,1230,3,3,60
3,1200,3,1,145
3,1310,2,1,37.83
2,1150,2,1,60
3,1385,2,2,66.5
2,1066,2,2,52.5
3,2293,3,2,80.26
3,720,3,1,81
3,1625,3,3,92
2,1246,2,1,67.4
4,2100,6,1,252
4,2400,4,3,250
6,3900,6,,195
2,1000,2,1,70.65
2,907,2,2,38
4,3500,4,0,138
3,1395,2,3,79
2,1180,2,2,50
5,1903,6,2,140
2,1175,2,1,47
2,1272,2,2,51.5
3,1490,2,1,92
2,1144,2,2,67
4,2400,5,,140
2,1143,2,1,53
3,2500,3,2,190
2,1216,2,1,75
2,1044,2,1,60
2,1352,3,1,93
3,1552,3,3,75
3,1785,3,2,120
2,810,2,2,34.5
3,1650,3,2,51.98
3,1595,3,2,70.39
2,1060,2,1,35
3,1410,2,3,65
3,1523,2,2,56
3,1591,3,1,122
3,1640,3,3,84
1,450,1,0,16
3,1305,2,2,60
3,1590,3,1,54
2,1240,2,3,45
2,1200,2,2,54
2,1100,2,1,41.16
2,1180,2,1,128
2,1115,2,1,50
2,845,2,1,33
3,1567.2,2,0,190
3,1310,2,2,45
1,26136,1,0,150
2,959,2,1,42.5
4,1200,4,1,140
2,883,2,1,37
2,1050,2,2,55.5
2,1390,2,2,70.21
3,1280,2,2,69
7,1280,5,3,150
3,1614,3,2,95
2,1000,2,0,58
2,1196,2,2,57.9
3,1220,3,2,57
2,950,2,1,31.95
9,2400,8,,325
2,1141,2,1,55
2,1200,2,2,51
3,1380,2,2,55
2,855,2,1,32
1,645,1,1,16.45
2,922,2,1,36
2,1200,2,2,43.2
3,1240,2,2,65
2,1070,2,2,42
2,1293,2,2,75
3,1380,2,1,50
3,1599,3,2,80
2,967,2,2,41.1
3,1885,3,3,90
2,860,2,2,65.5
1,1075,1,0,19.5
2,1050,2,1,63.5
3,1595,3,2,88
2,1350,2,2,102
2,1204,2,2,45
4,2990,4,,240
2,1035,2,2,49
2,1000,2,1,29.95
3,1457,3,3,85
2,1194,2,2,47
2,1100,2,1,66
3,1655,3,3,120
3,1691.2,3,1,115
2,1215,2,1,46.1
2,1010,2,0,50.125
3,1639,3,2,129
3,1685,3,1,135
5,1008,4,2,180
2,1100,2,3,38
3,2122,3,2,125
2,1050,2,2,47
2,1230,2,2,45
3,1240,3,2,60
3,1252,2,3,65
3,1374,2,2,88
1,500,1,1,30
8,1200,8,2,225
3,1355,3,2,83.87
2,1040,2,3,45
2,1350,2,2,68
4,4003,6,3,300
3,2400,3,,135
3,1560,3,1,90
2,1151,2,1,43.16
3,1360,2,2,47.59
2,1250,2,2,60
3,1110,2,2,29.97
2,1015,2,2,50
3,1351,2,2,78
2,960,2,2,50
2,1110,2,2,52
3,1680,3,2,72
3,2400,3,1,180
4,11000,5,3,2000
3,1350,3,2,48.6
2,1254,2,2,47
3,1255,3,2,115
2,1051,2,3,61
3,1200,3,1,205
2,1099,2,2,65
3,2650,4,3,199
4,2000,2,1,160
2,1541,2,2,130
3,1200,3,2,70
2,1125,2,2,45
3,1650,3,2,85
1,834,1,1,62
3,1320,3,2,60
3,1200,3,1,149
8,1000,7,0,160
3,1500,3,2,74
4,4400,5,2,500
1,600,1,0,52
2,1180,2,2,70
2,1010,2,1,50
2,1070,2,1,38
3,1580,3,3,105
4,1200,5,,325
3,2000,3,,165
3,1920,3,2,130
3,1200,2,1,76
2,1040,2,2,45
3,1430,2,2,90
3,1215,2,2,52.85
1,650,1,1,70
3,1564,3,1,105
3,800,2,1,52
2,750,2,0,58
2,1200,2,2,60
2,1128,2,1,48.79
2,1200,2,2,44.4
4,2000,4,1,135
3,2750,3,,260
4,2400,4,2,480
3,1650,3,3,105
2,1235,2,2,148
2,1200,2,2,55
6,900,5,,100
2,985,2,2,42
3,1475,2,2,63
3,3450,5,0,348
3,1157,2,1,53.99
2,900,2,3,35
4,2500,3,2,120
2,1030,2,1,60
2,1000,2,1,46
4,3800,3,3,325
4,4260,4,2,333
5,1950,6,3,175
3,1570,2,2,65.94
2,1283,2,2,68
3,875,2,2,40
2,1200,2,2,52
3,2700,3,0,500
3,2400,2,3,180
3,1250,2,2,68.75
4,3630,6,1,196
2,990,2,2,37.62
2,1199,2,1,85
2,1280,2,2,90
4,2750,4,0,413
2,1190,2,1,55
2,1100,2,2,60
3,2075,3,1,175
2,1133,2,1,55
4,2400,3,3,140
2,1280,2,2,69
3,1250,3,2,65
3,1565,2,2,49.3
3,1900,3,0,65
2,1080,2,2,45
1,600,1,0,47
3,1240,4,1,180
3,1335,2,1,87
2,1246,2,1,67.3
3,3103,,,237.5
3,1385,3,1,55
3,1578,3,1,73.9
2,1140,2,2,46
3,1700,3,1,79.9
4,1050,4,0,90
2,1120,2,1,70
1,435,1,1,22
2,1116,2,1,51.89
3,1480,3,2,95
2,1000,2,2,50
2,1145,2,2,46
2,800,1,1,32
2,1265,2,1,83
3,1450,3,0,88.2
2,1475,2,1,70
2,1265,2,2,55
2,1200,2,0,58
3,2180,3,2,210
2,1080,2,3,50
3,2023,4,2,130
2,2400,2,3,125
3,1545,2,2,66
3,1804,3,2,166
2,1200,2,1,200
3,1350,2,,58
2,1108,2,1,74.23
3,1730,3,2,115
3,1427,2,3,70
2,935,2,1,35.53
2,1073,2,2,31.77
2,960,2,3,37
3,2215,4,2,150
2,1125,2,1,32.49
2,1230,2,3,55
2,1438,2,,89
2,1080,2,2,75
3,1200,3,,125
2,1200,1,1,103
3,1590,3,2,58
3,1350,3,2,68
3,1400,2,2,48
3,1560,2,3,72
4,1810,3,2,57
3,2274.24,4,1,160
3,1484,3,1,74.18
3,1650,3,3,220
3,1455,2,2,55
3,2280,4,2,184
5,4900,5,,980
3,2079,3,3,220
2,1351,2,2,74
3,1223,2,2,42.81
3,1430,2,1,61
4,3589,5,0,400
3,1310,2,2,37.83
4,1800,4,1,300
4,1120,4,2,175
2,984,2,1,55
3,1770,3,3,100
2,900,3,1,105
5,1350,5,1,120
2,1447,2,1,75.97
2,1140,2,1,60
2,1170,2,3,34
2,1160,2,2,46.39
2,1296,2,1,89
3,1570,3,2,80
3,1495,2,2,65
3,1530,2,2,67
5,900,4,0,140
3,1800,3,1,70
2,1088,2,2,48
3,1533,3,1,98.18
2,1100,2,1,68
3,1540,3,3,90
2,1244,3,,48
2,1040,2,1,68.59
6,1034,6,2,101
2,1260,2,1,39.69
2,1180,2,1,41.3
2,1245,2,2,100
3,1350,3,0,75
3,1464,3,2,56
1,470,2,1,10
2,920,2,2,60
6,2300,7,0,160
2,1124,2,1,30.35
4,2095,3,1,109
2,1100,2,1,71.42
2,1019,2,1,58
3,1756,3,2,128
3,1280,3,1,50
4,1200,3,2,125
3,1700,3,2,150
3,2134,4,2,118
2,1369.1,2,1,98
3,600,3,1,69
3,1313,4,,150
3,2515,4,3,155
3,2215,4,2,154
3,1440,3,2,72
3,1186,2,2,55.33
3,1350,2,2,47.24
3,1800,3,2,140
3,1600,3,3,79
2,1000,2,1,35
3,2275,3,3,285
3,1305,2,1,59
3,1740,3,1,150
2,900,2,1,90
2,1567,3,0,140
3,1082,2,1,45.5
2,1050,2,1,80
2,1200,2,1,56
3,3500,4,2,185
2,1220,2,2,52
3,1970,3,2,164
3,2665,3,1,350
4,2130,4,0,120
3,1749,3,2,120
2,1260,2,1,108
2,1170,2,2,120
3,1670,3,2,75
3,2264,3,2,168
4,3500,5,,450
2,1100,2,2,55
2,674,1,1,19.9
2,1320,2,1,160
4,600,4,2,85
2,1125,2,2,65
2,1125,2,2,44.5
2,700,2,1,29
3,1300,2,1,75
3,1600,3,2,83
3,1052,2,1,60
4,1140,3,1,145
2,1130,2,2,36
4,1140,3,2,225
3,2200,3,3,220
3,1500,2,1,63
3,1350,3,1,47.25
3,1230,2,2,52
3,1520,2,2,85
1,525,1,1,26.25
2,1040,2,1,61
3,1300,2,1,67
4,2690,4,3,201
1,780,1,1,70
2,1140,2,1,51.2
3,1225,3,1,33.08
1,646,1,0,25.84
3,1600,3,1,150
3,1890,4,3,125
2,1050,2,1,34
6,1200,4,2,100
3,1458,2,2,62
5,1200,6,0,86
3,1970,3,2,160
3,1808,4,0,80
2,1007,2,1,67
2,1105,2,1,50
3,1700,3,3,150
2,1170,2,3,50
2,1080,2,3,45
3,1150,2,1,62
2,1200,2,1,57.9
2,1200,2,1,54
3,1656,3,2,75
4,600,4,2,87
2,1040,2,2,50
2,1085,2,2,33.7
3,1215,2,2,49.75
4,2150,4,2,115
4,1100,4,1,120
2,1210,2,1,77
2,1050,2,1,55
3,600,3,1,70
3,1920,3,2,150
3,1250,2,1,50
2,947.55,2,1,80
2,1421,2,1,90
6,1050,4,2,155
3,1425,2,2,74.31
2,1162,2,1,58
1,905,1,1,60
2,914,2,1,32
2,1258,2,0,58
4,1100,4,2,220
4,3500,4,1,289
7,2400,6,,450
4,4200,4,,800
3,1537,2,3,70
3,1230,2,2,53.51
6,2400,5,2,300
3,2250,3,1,200
4,2000,4,1,69
8,3000,4,3,130
4,2600,4,0,325
4,3200,3,2,250
2,950,2,0,32
4,4000,4,,200
3,1282,2,1,48.72
2,1304,2,0,111
3,2100,3,2,200
3,1220,2,2,49
3,1636,3,2,85
3,1415,3,1,65
3,1728,3,2,125
3,1680,3,3,125
2,1235,2,1,140
4,900,2,1,115
4,3990,4,1,260
2,1495,2,2,83
5,1500,5,1,175
3,2501,3,3,138
1,381,1,0,28
4,3301.8,5,2,570
3,2002,3,2,120
3,3200,3,0,260
2,1200,2,2,70
4,1500,3,0,235
3,1942,3,,90
3,1450,,,60.75
1,660,1,0,95
4,1200,6,2,170
3,1450,3,2,90
2,1039,2,1,50
2,1210,2,1,80
2,995,1,1,24.88
3,1620,3,2,90
3,3204,4,3,395
3,3408,3,3,260
2,1314,2,3,55
2,945,2,1,33
3,1374,3,2,72
3,1603,3,3,113
3,1230,2,2,52
1,670,1,1,50
4,1864,3,2,105
3,2500,3,2,100
3,1625,2,2,54
2,1186,2,3,55
8,1500,7,2,382
2,770,1,1,39.9
2,1085,2,1,45
4,3754,6,2,480
3,1893,3,2,115
4,600,3,2,65
3,1496,2,3,78
3,1305,3,1,33.28
3,1550,2,2,82
3,1200,2,1,58.17
3,1494,2,2,94.55
2,1286,2,2,69
3,600,4,1,100
3,1860,3,2,95
1,425,1,1,750
2,1243,2,2,45
2,1200,2,2,75
2,1044,2,2,32
2,1040,2,1,41.59
2,1125,2,2,36.94
3,3489,3,1,662
3,1278,2,2,59
6,2400,6,,98
2,1250,2,1,43
5,2400,6,3,125
5,4166,5,,560
2,1210,2,2,75
4,1200,3,2,110
3,1157,2,1,57.84
2,1185,2,1,51.15
3,1450,3,3,100
3,1859,3,2,121
2,1763,3,2,262
2,900,1,1,25
3,1305,3,1,60
3,1200,2,2,100
1,763,1,0,35.285
,5000,,,400
2,1150,2,0,36.8
3,1806,3,3,85
2,1027,2,2,42
2,1002,2,1,40.08
3,1220,2,1,36.21
2,1109,2,1,35.22
2,1002,2,1,40.08
2,1308,2,1,89.04
2,1232,2,1,69.6
2,1027,2,2,44
2,1250,2,2,65
6,900,6,3,170
4,960,4,2,80
2,1255,2,1,53.87
3,1434,3,3,84
2,925,2,2,30
3,1858,3,1,123
2,1205,2,1,70
3,1500,3,2,90
3,1200,3,2,200
2,1020,2,2,48.95
2,965,2,1,56
5,1800,6,3,270
6,1200,4,2,90
2,1636,2,2,82.89
3,1724,3,1,125
2,1216,2,1,67
1,654,1,1,36.25
4,2460,7,2,80
2,1190,2,2,41
7,1200,5,2,180
3,1636,3,2,92
2,1195,2,2,73
3,2400,3,3,251
2,1250,2,1,67
3,1452,3,,90
3,1546,3,1,95
4,3307,6,0,142
3,1440,3,1,275
2,2260,3,1,80
4,2700,3,2,90
2,1475,2,2,171
4,3000,3,2,150
1,375,1,0,26
2,1007,2,1,66
4,5422,6,,1900
2,1020,2,3,47
2,1000,2,0,150
2,800,3,1,59.5
5,1200,3,2,95
2,1125,2,3,55
9,1150,9,,140
3,909,2,1,43
4,2850,5,0,240
2,1400,2,3,85
2,1152,2,2,61
2,958,2,1,34.49
2,1150,2,2,55
3,2990,5,1,173
2,1310,2,2,85
3,1590,2,2,126
3,1645,3,2,110
3,1800,2,2,100
3,1795,3,2,150
2,1100,2,3,35
1,620,1,0,38.535
2,925,2,2,70
3,1542.14,3,3,120
4,3746,6,1,375
3,1430,2,2,54
2,1020,2,2,55
4,750,2,1,42
2,1140,2,1,32.92
3,967,2,1,45
4,2470,4,2,203
2,850,1,0,35.5
2,1100,2,2,32
3,1697,3,2,110
2,1250,2,2,47
2,1120,2,2,50
4,1200,4,0,95
5,5100,6,3,375
4,2400,3,2,480
2,1200,2,1,52
2,1100,2,1,44
3,1417,2,2,76
3,1492,3,1,88
3,1498,3,3,79.15
4,3500,2,1,350
2,1010,2,1,48.27
2,1255,2,2,53.5
2,1050,2,1,35
3,1847,3,2,125
2,1200,2,2,55
2,982,2,2,37.28
3,2144.6,4,2,145
2,750,2,1,36.5
2,919,2,2,35
2,1087,2,1,54.3
3,1480,3,2,74
2,1180,2,2,52
3,2100,4,2,255
3,1221,3,2,65
2,1194,2,2,46
3,2072,3,2,122
3,1600,3,2,69
3,2200,3,2,98
3,1640,3,3,220
2,1253,2,2,81.5
2,1061,2,1,54.92
3,1950,3,2,115
2,1250,2,2,68
3,1585,2,3,80
3,1452,3,3,60.98
2,1015,2,2,37
4,2462,6,0,118
2,1125,2,2,56.8
2,1116,2,2,40
1,400,1,0,35
4,4000,4,2,325
4,3900,4,2,410
2,1300,2,2,100
2,1419,2,1,60.42
3,1310,2,1,55
3,2072,4,2,152
2,1240,2,1,58.58
3,1565,3,2,98.91
3,1820,3,2,89
3,2500,3,1,88
5,3657,5,,310
2,1245,2,1,62
3,1315,3,1,65
3,1410,2,2,73
2,1375,2,1,60
2,1299,2,2,95
2,993,2,3,45.5
2,1200,3,0,45
2,985,2,1,156
4,2400,5,3,180
3,1255,2,1,95
3,1655,3,2,131
4,2830,5,3,190
1,6000,1,1,276
2,550,1,1,15
1,825,2,1,40
3,1634,3,1,111
8,1200,6,3,105
2,1222,2,2,80
3,1500,3,2,63
3,1890,4,2,100
4,3750,6,2,375
2,850,1,1,39.5
2,1295,2,3,78.5
2,1320,2,1,100
4,950,3,3,179
4,1200,4,2,225
4,3000,3,3,170
2,1197,2,1,82
3,1320,2,3,60
5,1180,5,2,98.5
1,840,1,1,57.6
1,540,1,0,19.83
3,1693,3,1,71.38
2,1000,2,1,62
2,1305,2,1,70
1,450,1,1,18
1,705,1,1,57
4,750,6,2,75
5,4800,5,2,150
4,5000,5,,600
4,5000,4,3,425
3,1991,3,2,104
3,1779,3,2,90
4,10200,4,1,1250
2,870,2,2,38
3,1595,3,2,120
1,525,1,1,26
4,945,5,2,120
6,2400,4,2,420
3,2000,4,2,138
3,1614,3,2,93
2,1200,2,3,40
3,1150,3,3,46
4,3200,4,,440
3,1610,3,2,80.48
2,1190,2,2,41
2,1050,2,2,50
4,4800,5,2,420
3,1460,2,1,97
3,3400,3,3,400
1,600,1,0,33
3,1569,3,0,70
3,2600,3,2,147
1,645,1,0,42.5
4,1200,3,1,180
3,800,3,0,95
2,800,2,1,80
2,1350,2,1,90
3,2780,4,1,325
3,1410,2,2,45.12
2,1109,2,1,35.47
4,2000,3,2,1063
1,800,1,0,72
2,1215,2,1,68
8,1230,6,0,250
3,2273,4,2,192
2,1255,2,2,52.76
2,1020,2,1,49
3,1225,2,2,82
2,1120,2,1,60
5,2400,5,3,625
3,1225,2,1,69
4,5200,5,3,242
4,4000,4,1,700
3,1984,4,1,145
3,2425,3,1,197
3,1200,3,1,56.12
2,1127,2,1,45
3,1655,3,2,97
1,500,1,1,14
3,1200,3,1,68.38
2,1000,2,2,43
2,1225,2,2,47.88
2,1350,2,2,45
4,600,5,3,95
2,1175,2,3,49
1,655,1,2,27
3,1311,2,1,84.86
3,600,4,0,90
2,1000,2,1,38.5
2,1196,2,1,96
3,1050,2,1,59
3,1275,2,2,52
2,927,2,1,50
3,1520,2,3,61
4,2400,5,2,395
2,1333,2,1,104
1,600,1,0,18
3,1326,2,1,34.8
3,1618,,,85.125
2,1370,2,2,125
2,1100,2,2,85
3,1650,3,3,100
3,1917,3,2,132
3,780,3,,75
2,950,2,1,58.11
2,1175,2,1,48.72
